id_comment,comment,author,like_count,time,video_id
UgzR7X2E_sw57hJR2qp4AaABAg,asiq bank benik,@aldoAys9419,0,2025-10-12,585-A9uh6Qc
UgzMgVYyDxuC_lAqH3V4AaABAg,"nyatanya bank2 himbara masih selektif mengucurkan dana untuk UMKM yg sangat membutuhkan tambahan modal, seperti yg saya alami. punya usaha percetakan sdh berjalan sejak 2002 sampai sekarang membutuhkan modal 25 juta saja mengajukan kur mikro g di acc padahal memakai jaminan, malah disuruh ambil yg bunganya 2% perbulan 1tahun 24 %  g masuk akal, sangat memberatkan kita yg umkm...",@muhammadmoechlisin702,20,2025-10-12,585-A9uh6Qc
UgyKEj_ruOo8YUc7-q54AaABAg,Good job for Ser Purbaya,@LindaWati-po1gh,0,2025-10-12,585-A9uh6Qc
UgyVkGylSZ8Nw62u_NF4AaABAg,"Kami sebagai rakyat kelas bawah saja bisa berfikir, kakau ekonomi masyarakat bawah jalan, bisa dipastikan ekonomi nasional meningkat, daya beli meningkat",@febricancel3220,0,2025-10-12,585-A9uh6Qc
UgxwS0qXa9W7tL_jgVV4AaABAg,"Doakan bangsa ini kedepan menjadi lebih baik, Krn kebijakan yang mengangkat ekonomi kerakyatan. Doaku untukmu pak Purbaya Yudhi Sadewa, hidup Indonesia 🇮🇩⭐",@rahardjo3,0,2025-10-12,585-A9uh6Qc
UgxfPT-on2E1OgQWn-x4AaABAg,"Mantap pak Purbaya, harusnya diperbanyak orang2 seperti ini di pemerintahan bahkan di dpr. Salut buat pak Purbaya, coba bikin lagu buat pak Purbaya....heeheee😅",@ninoaimusic,1,2025-10-13,585-A9uh6Qc
UgxleAmehcFZboyFTWp4AaABAg,Kasih pencerahan yg valid soal program   penghapusan hutang UMKM ya bang Bennix,@EdwinSaswinto,0,2025-10-12,585-A9uh6Qc
Ugz3mRi0k5xLs4MX8bl4AaABAg,"Jujur gw sebel banget sama bank BSI dia punya program kredit KPR dengan penuh harapan gw datengin ternyata cuma buat PNS, Aparat, sama Pegawe BUMN. Karena gw pegawe swasta jadi ga bisa ambil program kpr itu. Pantes aja mereka diguyur 200T bingung mau kemana target mereka cuma PNS doang.",@masdwiganteng,7,2025-10-13,585-A9uh6Qc
UgyIsqdkn6XdV_NtM0Z4AaABAg,Belum sampai di bank2 yogyakarta,@radenroro_endangsusilowati,0,2025-10-15,585-A9uh6Qc
UgwihEFmrXr8B6gdmcZ4AaABAg,Bravo pak Mentri Purbaya  kami rakyat  mendukung gebrakan bapak  joooossss,@HenkyheratmoHeratno,0,2025-10-12,585-A9uh6Qc
UgxY5_4tsq8PMImaTtl4AaABAg,"Jng buka di rekening di BRI, duit ortu gw ilang 5 juta, wkt di cek mutasi ada yg transfer 2juta tp tp hbs itu saldo ditarik  semua, rekeningny blm pk m-bangking dan atm gw yg pegang",@konveksiungarangarment7094,0,2025-10-12,585-A9uh6Qc
UgxbaNvG5uUFtsbK_GN4AaABAg,"Waduhhh ada benernya juga ..saham apa dink om Benn yang diuntungkan ?? Telekomunikasi dan industri  hilirisasi serta perbankan khan, tapi spesifiknya apa ? Mau ikutan BIG belum mampu nihhh, pengin banget om Benn",@Inotsand,1,2025-10-12,585-A9uh6Qc
UgzA1a6lqFbP5ce5aHl4AaABAg,SAYANG SEKALI KALAU NIAT BAIK MENKEU TIDAK SEIRAMA DENGAN HIMBARA DI DAERAH2 DIMANA JUMLAH UMKM SANGAT BANYAK DAN BANYAK YG MEMBUTUHKAN MODAL USAHA TAPI PROSEDURNYA TETAP DIPERKETAT DENGAN ALASAN PRINSIP KE HATI2AN YG SEHARUSNYA SEDIKIT DILONGGARKAN.. YG DIHAWATIRKAN BUKAN HIMBARA  MEMBANTU UMKM TAPI MEMBANTU PENGUSAHA NAKAL DENGAN KREDIT FIKTIF BERNILAI FANTASTIS SEPERTI KASUS SRITEX,@ismadiher151,42,2025-10-12,585-A9uh6Qc
UgxIAVSyZn8R7sn1NZ14AaABAg,bang satu lagi cara buat menggerakan ekonomi rakyat yaitu pemerintah harus berani ngasih pesangon bagi pensiunan asn buat modal usaha,@yasman968,0,2025-10-12,585-A9uh6Qc
UgwOolfpcZ0KgkBRLlh4AaABAg,semoga jadi naga tidak jadi cacing karna di jaman sekarang ini meminjamkan uang harus berhati hati,@romina6907,0,2025-10-12,585-A9uh6Qc
Ugx08rilEOgAb-qvXHZ4AaABAg,Salah satunya profesor indonesia yg kerja di belanda yg protes lupa namanya muncul di ILC kemaren kemaren,@Orfevre69,0,2025-10-13,585-A9uh6Qc
UgysCmHAwfeX682H1mJ4AaABAg,Keren pak Purbaya,@HairilRahmad-o7g,0,2025-10-13,585-A9uh6Qc
UgzKzN8NtnYr9j5c1hd4AaABAg,Textil harus jalan rakyat nga ngangur baru ekonomi rakyat jalan🙏,@Rohanda-x9v,5,2025-10-12,585-A9uh6Qc
UgyZfTpBJm6COMZB4Kh4AaABAg,Yang diuntungkan adalah saham growth karena membutuhkan kredit besar dan dapat bunga rendah,@BastianYudhistira,0,2025-10-12,585-A9uh6Qc
UgxH1b7Q6sUCS4Wm7X14AaABAg,Hari ini pasar sangat sepi .... Karena dana Himbara di drop ke bank plecit dan bank pinjol pay later,@bangsopea,0,2025-10-12,585-A9uh6Qc
Ugx1TIdCnAiXqxgovXR4AaABAg,"Biar dikit bertanggung jawab tolong pantau harga sembako jg ya, Thanks",@Natan-gw8bg,1,2025-10-14,585-A9uh6Qc
Ugy9pGY7FQZX44kFpeB4AaABAg,"klo saya pinjem skrg, brpa bunga bank nya yaa, sama kaya dulu apa sdh beda",@saleemalaidrus9585,0,2025-10-12,585-A9uh6Qc
UgwRFKybYiJK1ArKmuR4AaABAg,"Bayankan guyz, 200 triliun bisa jadi gini. Gimana kalau 1 quadriliun kasus Pertamina itu disita, dan kasus korupsi lainnya.",@furqonmauladani1544,12,2025-10-12,585-A9uh6Qc
UgyJrq_GoFnFUTKwIKN4AaABAg,"abang"" Sekalian mau nanya nih, efek ke umkm butuh berapa lama ya bulanan apa sampai tahunan, maaf pemula",@manGemeT34,0,2025-10-14,585-A9uh6Qc
UgxE913qMM6-yn0EgBB4AaABAg,200 t buat naikin harga sahamnya bank sendiri😂,@Xction69,1,2025-10-12,585-A9uh6Qc
UgwpoIIxjuzRtcQrwbF4AaABAg,"Ketika saham tumbuh lebih cepat dari perusahaan, investor selalu menjadi pihak yang dirugikan -Benjamin Graham",@ferryfelixius4182,0,2025-10-12,585-A9uh6Qc
Ugy2ygyQKULlRf-REKl4AaABAg,Lari ke kami tdk ad cmn ke pengusaha besar,@Rs_75-19,0,2025-10-12,585-A9uh6Qc
Ugzo4Iko8S7kBFJP-7t4AaABAg,"Efek mulai terasa, dagang semakin rame, daya beli meningkat, ekonomj tumbuh",@adewijaya5244,22,2025-10-12,585-A9uh6Qc
UgyZRBi89MSLthpmUZ94AaABAg,asuransi kredit yg diuntungkan harus cover,@edysiswanto5685,0,2025-10-13,585-A9uh6Qc
UgwYXuCAO76MSbsaFDZ4AaABAg,Menku purbaya luar biasa hebat ✨😍 mantappp lanjutkan ⏩ 😂😢😮😅😊,@SutrisniBondowoso,1,2025-10-20,585-A9uh6Qc
Ugw8BRiqHB9dvN3M1Kd4AaABAg,katakan M0 dan M1 itu melebihi agregat demand barang dan jasa mk akan terjadi inflasi nambah laju... bgmn menyeimbangkan nya spy sehat?  jgn lantas kita tidak selektif thdp import ...tanya tuh Om Purbaya...dong???,@bambangprasetia1229,0,2025-10-12,585-A9uh6Qc
Ugx6gmq6WN5Pu6asFvJ4AaABAg,"200T- deposit on call Himbara- langsung ke sektor riil produktif. Bank nggak perlu takut: jaminan pendampingan pemerintah & bank. Produksi, distribusi, konsumsi lancar—UMKM naik, ekonomi bergerak! semoga terwujud",@misterss929,1,2025-10-12,585-A9uh6Qc
UgxTCrt29VAB2NiJU8N4AaABAg,Pencairan dana tersebut lebih baik direkomendasikan desa untuk pencairan dari pada bank yg ribet...dan pertanggungjawaban dari desa,@febrinaldi2648,0,2025-10-12,585-A9uh6Qc
UgyR_D6T-aDtisNzxjV4AaABAg,Seharusnya bank pemerintah atau BUMN memberikan bunga yang rendah dari bank bank swasta lainnya.pinjam bunga ringan khusus masyarakat yang menengah kebawah. Kalau perusahaan perusahaan baiknya bunganya beda. Uang dari rakyat dikelola balikan lagi KERAKYAT caranya berikan bunga kecil biar rakyat bisa mengelola kembali tuh uangnya,@sorotaninfo,2,2025-10-12,585-A9uh6Qc
Ugw_THVb5GBSGBxEfPt4AaABAg,bang Ben...bisa nggak bunga pinjaman bank bank Himbara bisa lebih rendah lagi agar mereka lebih efisien dan masyarakat mendapat bunga rensah unruk menjalankan usahanya ?,@yoyonsupriadi3253,0,2025-10-12,585-A9uh6Qc
UgyJjA756cdWEIGjl4V4AaABAg,Apa dengan bank bank minta tambah itu pertanda .......................,@yadiebrewox1279,0,2025-10-12,585-A9uh6Qc
UgygFnD4lnxxW1qPMd54AaABAg,Bang beli Ozempic dimana. spill donks.,@rizqi-hiktakaewi678,0,2025-10-13,585-A9uh6Qc
UgwbOtutTEpvTYTfvrR4AaABAg,"Om Bennix, hitungan juga himbara harus nyalurkan KUR yg bunganya 6 % aja, berarti juga berkurang dari hitungan di atas sesuai pesentase masing²",@sulistyoyudi5432,0,2025-10-14,585-A9uh6Qc
UgxkEXk9qNpr1hWDMNd4AaABAg,Bunga deposito 4% yg harus dibayar k negara ga diitung?,@Rey_GamingYTB,0,2025-10-12,585-A9uh6Qc
UgwPZT8MfB2liLjO3GR4AaABAg,om bennix...saya mau nanya apakah benar pertumbuhan ekonomi Indonesia ini bisa ke 6 % - 7 %... dalam kurun waktu sampai akhri tahun ini...tq,@alextobing6714,0,2025-10-12,585-A9uh6Qc
UgyyU52gnekohEYo8654AaABAg,Bng Gua ada info lahan kosong cocok buat buat perusahaan parkir tempat strategis pintu masuk bandara soekarnohatta,@CimolCakacimol,0,2025-10-12,585-A9uh6Qc
Ugwj79Kw_exb1vTLGkJ4AaABAg,"nah ini, emang bener kah yg paling diuntungkan bank? ☕🤔",@roe_goodknight,1,2025-10-12,585-A9uh6Qc
UgyfG3KqEIwqw_OG7RV4AaABAg,Soal 200T dan kaitan harga saham naik menurutku tidak relevan sebab seharusnya justru malah sebaliknya sebab beban bank malah bertambah bukan dengan cara membeli saham tapi sebagai penabung jadi ada beban bunga yg menyedot penghasilan bank,@nazalamedia,0,2025-10-12,585-A9uh6Qc
UgzlBNINjbyf1S0Puqd4AaABAg,Bank harus kerja harus kerja untuk bukan santai santai,@NidaHalim,0,2025-10-13,585-A9uh6Qc
Ugz7X7mG5oK_9Kp73Od4AaABAg,Rumah pak Pur dikirim gumpalan darah bahas donkk,@Rio-vn7mh,0,2025-10-13,585-A9uh6Qc
Ugw-l3kHrGPZEpBTNaZ4AaABAg,Multiplier effect nya ga dihitung om ben? Karena setelah pinjam duitnya sebagian masuk lg ke bank,@Tom-d4d1j,0,2025-10-14,585-A9uh6Qc
UgwpP_Bzf2ed3oI7uZJ4AaABAg,"Kepo nih Bank tuuuuut .,. 😂",@Days-x4u,0,2025-10-12,585-A9uh6Qc
UgxrH6p3Anwjga4amhR4AaABAg,Kata kata bijak dari Pak menku..  Positif boleh kasar..  Negatif.. No.. No.. No sikat Nice Pak menku.. 😂,@IvanTopany,0,2025-10-12,585-A9uh6Qc
Ugy_iZtMXL68ts3A5qJ4AaABAg,hmm sepertinya btn atau emiten yg butuh dana segar. dilihat hampir rata rata emiten properti rata rata naik atau bangkit dari kubur,@captainjack1028,0,2025-10-12,585-A9uh6Qc
UgyQr8pBfCX5AuYij1R4AaABAg,bank apa itu yang di sensor ??,@ShiroroJuro,0,2025-10-13,585-A9uh6Qc
Ugy5xnIUqA-K8l48rBh4AaABAg,"Bang Bennix.... pinter banget nih... maksa kalau 24rb like dalam 24 jam akan bikin video lanjutan. Gw udah cek, 20 video terakhir like nya maksimal cuma 18rb an. Kebanyakan di beberapa ribu. Tapi oke lah, gw jadi semangat akan menghitung di 5 bank itu siapa yang paling diuntungkan. Meskipun... gw gak akan pernah beli saham patriot. Cuma kepo aja... 😂😂",@findfiledigitalmanagement1536,1,2025-10-13,585-A9uh6Qc
UgwH3j4BNDk8HZYKaWx4AaABAg,Kalau saya karena hanya rakyat kecil ya kalau infestai ya hanya berani infes ke beli tanah atau beli emas.. karna saya hanya petani 😊tp saya suka lihat video ini.,@parti2882,0,2025-10-13,585-A9uh6Qc
UgyRSYilsNfFwECbSHd4AaABAg,Ngajuin KUR di BRI ga bisa Bisanya Simpedes pedes banget bunganya dah kaya leasing,@morbyageng,0,2025-10-12,585-A9uh6Qc
UgzXXBQWeXeiItvNQJ94AaABAg,Seharusnya bank pemerintah atau BUMN memberikan bunga yang rendah dari bank bank swasta lainnya.pinjam bunga ringan khusus masyarakat yang menengah kebawah. Kalau perusahaan perusahaan baiknya bunganya beda,@sorotaninfo,0,2025-10-12,585-A9uh6Qc
Ugx_oa0ezIjl_nGjWG94AaABAg,Mentri ke uangan yg beda sama termul Sri mulat😅😅😅,@Jnnoname2,1,2025-10-12,585-A9uh6Qc
UgxtTyDpRW50XGQpTFJ4AaABAg,"om bennix dulu pernah live dan membicarakan tentang kejatuhan bank bank, dan kasih hint bank mana yang paling cepat capai titik ATHnya. apakah itu masih relevan?  waktunya analisa:D",@Niko-np2qr,0,2025-10-12,585-A9uh6Qc
UgxIfeBhurZIPNB1n6d4AaABAg,Mungkin banyak es cendol yg pesimis PD uang 200 triliun takut mereka TDK bisa korupsi lagi rasain tikus tikus yg makan uang negara semangat terus pak Purbaya kami selalu mendoakan mu agar programnya tetap lancar dan sukses mantap,@ralah1632,0,2025-10-13,585-A9uh6Qc
UgwKe5B54a-bZWYjr1h4AaABAg,Ekonomi saya beli Langsung hilang engk ke serap 😂,@lisacen8901,0,2025-10-12,585-A9uh6Qc
UgxgZ2dyTFKUOulO5Xx4AaABAg,Kenapa gak om ben aj sih yg jadi direktur BI...😊biar bisa kerja sama ma pak pur,@ismaturrahmi8142,0,2025-10-13,585-A9uh6Qc
UgxIDTQnkdrX8NyrIJp4AaABAg,Yang diuntungkan emiten EBT yang dapat pinjaman dari bank himbara?,@Nura_p1bcantik,0,2025-10-13,585-A9uh6Qc
UgzFdYAmnyb_xoGweLx4AaABAg,"Apakah BANK BSI bisa mencairkan uang pake bunga bank,,,apakah bisa mencairkan uang tanpa riba(bunga)?",@objenpanjaitan3397,0,2025-10-12,585-A9uh6Qc
UgzqXcgeT4LgqgLfyAp4AaABAg,dampak pinjol  bi  chekingggg,@WantonNa-g7l,0,2025-10-12,585-A9uh6Qc
UgwFOSOmdmAq6adPbkJ4AaABAg,"Klo di puter di slot ya jadi cacing ,, uang muter y jd naga ,,",@dsantozgajerela6628,0,2025-10-12,585-A9uh6Qc
UgzHsz_LnvWvR8JCx3F4AaABAg,Kalo gk di korupsi pasti menguntungkan,@lutfigaming4241,0,2025-10-12,585-A9uh6Qc
UgwQDx66czJDEz8Mzcd4AaABAg,Yg disensor itu bank apa sih bang?,@sofiasaja3601,0,2025-10-12,585-A9uh6Qc
Ugzjc6xLJz6TYJAp2SR4AaABAg,Gw kemaren dapat tawaran kredit dr BRI tp ngeri lah.. Jualan sepi,@RafaBazily,0,2025-10-13,585-A9uh6Qc
Ugyos2FK6pVX-ajAjrB4AaABAg,Sangat mungkin di serap asal Himbara tidak ada aturan aneh2,@honjedua2966,0,2025-10-13,585-A9uh6Qc
UgxFIBWFiCXdyW6aKKB4AaABAg,"Closing statement nya bikin penasaran, emiten yg akan diuntungkan dari hibahan dana 200T ini ke bank himbara.... apakah perusahaan jasa distribusi?",@zircon198,0,2025-10-14,585-A9uh6Qc
UgwLnZGLmcuXf-ZChV94AaABAg,"Di bawah para mantri bang  tetap mempersulit usaha kecil .pinjaman lunas ,ingin mengajukan kur tetap tidak di ACC ,",@jefrysayurnganjuk7280,0,2025-10-14,585-A9uh6Qc
UgyLexQ3r6TJhXiyS094AaABAg,"Predaran uang banyak,, inflasi juga berpotensi naik,, inflasi naik apa artinya, artinya harga barang semakin mahal",@AkangGaming-nf1dz,0,2025-10-12,585-A9uh6Qc
UgzoaQgPYPftbMcS7cJ4AaABAg,Coba bahas kenapa saham bank 2 tambah nyungsep? 😊,@tcmstanley6775,0,2025-10-13,585-A9uh6Qc
UgyqGGutmDOlwOw8b6p4AaABAg,Ingat guys! Menjelang akhir tahun banyak tukang pompom saham. Karena bandar yang udh nampung banyak kemarin mau buang sebelum mau closing.,@Suci_is_holy,0,2025-10-13,585-A9uh6Qc
UgwkxfOXKmJX71sM5054AaABAg,Pak Purbaya kan sdh menjelaskan bhw penempatan uang pemerintah sebesar 200T di bank² Himbara adalah untuk menambah likuiditas uang di masyarakat karena uang itu akan disalurkan ke masyarakat sbg kredit usaha dan sebagian mungkin kredit konsumsi. Jadi tujuannya bukan untuk menaikkan harga saham bank² Himbara. Group saham yg mempompom bhw saham bank² Himbara akan naik 200% akibat penempatan uang pemerintah sebesar 200T dalam jangka pendek memang keliru.,@semuapenuh,0,2025-10-12,585-A9uh6Qc
Ugwxu4LfmCh6kao6kyJ4AaABAg,Bunga nya yg pak purbaya dapat lumayan juga 200T beranak pasti,@egikeysa6984,0,2025-10-15,585-A9uh6Qc
Ugzxuok51kqVMBi39Yl4AaABAg,Apakah penyerapan seperti ini berpengaruh kepada rakyat yang ingin mengajukan KPR rumah juga?,@muhammadiskandar8591,0,2025-10-12,585-A9uh6Qc
UgyOAhBxv3uyKVp2mAN4AaABAg,Tolong Pak pinjaman yg nunggak di bank2 indonwsia ini di perhTikan.. tlong kwbijKannya di umumkan di slrh media. Agar RAKYAT PAHAM AKAN KEBIJAKAN PEMERINTAH❤ KRN RAKYt msh Buta ttg kwbijakan pemwrintah❤,@monstertanpawujud4521,0,2025-10-12,585-A9uh6Qc
UgzZ5x0FMT-_BvYJeDl4AaABAg,Bang khabarnya Bank EMAS itu bagaimana dan sudah ada bukti dan keuntungannya ya❤,@InternetOppo,0,2025-10-12,585-A9uh6Qc
Ugx7e8THdi7Rxw0rj_t4AaABAg,Saya termasuk nasabah bri yang lolos pinjaman 200juta 😅😅,@john34965,0,2025-10-13,585-A9uh6Qc
UgygjjQ15CBhhTaWtdd4AaABAg,Enaknya jadi bank dapet instrumen aset dari pemerintah tanpa jaminan 😁 200T,@bayuepreneur,1,2025-10-12,585-A9uh6Qc
UgzFxqb9Noqp3dM5DW94AaABAg,Pak Prabowo  buka lapangan pekerjaan  seluas2nya  pasti Ekonomi rakyat akan terdongkrak  ( UMKM) akan hidup  Bahlil copot  segera,@HenkyheratmoHeratno,20,2025-10-12,585-A9uh6Qc
UgxmPZAo3buFJVzW-vB4AaABAg,Itu proyeksi jika di setahunkan ya. Tapi kalau mau lihat proyeksi angka laporan laba akhir tahun harus di pro rate bunga berjalan 3 bulan paling optimal sejak peluncuran dana. Iya kalau dalam bentuk kredit mikro KTA atau multiguna. Kalau kredit kpr biasanya di tahun2 awal masih bunga promo. Baru cuan disaat sudah floating.,@hetdinastiffany4785,0,2025-10-17,585-A9uh6Qc
Ugw1614cQkXX3slTgN14AaABAg,muncul dan meronta2 jiwa para mapia kredit ..,@BedaFrekuensi-r5g,0,2025-10-14,585-A9uh6Qc
UgxEWhoJOb9_hODItoV4AaABAg,"apalgi yang nama nya udh cacat oleh BI Checking nya di buat bersih lagi, makin cepet kayanya itu duit muter😁",@SabeniBokor,0,2025-10-12,585-A9uh6Qc
Ugxqq-9VWGmoDElEgpt4AaABAg,"dalam pidato beliau pak purbaya kan dari Himbara ada yg tanya kalo buat sektor otomotif dll. lalu pak purbaya jawab bebas asal Jan beli dolar... dari situ sy jadi tahu kalo di masa sebelum mereka sangat terbatas dan punya seperti  ketakutan tersendiri ketika menggunakan uang negara, bahkan lebih enjoy minta ganti rugi ketimbang mencoba melangkah... pak purbaya ini bisa ngasih jalan yang terang pada Dirut tanpa ada batasan... padahal beliau cuma bikin stetmen ""asal Jan buat beli dolar"" mantap...",@pokokeuyee_9900,0,2025-10-13,585-A9uh6Qc
UgwwV5QV3xVwQqetpFJ4AaABAg,Duh pusing dengerin duit trilyun2an ..ttp aja hidup mkn sulit,@RefanSusanto-ew6cz,0,2025-10-12,585-A9uh6Qc
Ugynkfck9M3M8JfZkwd4AaABAg,"Menurut saya kurang tepat menghitung cost of fund, harus dicek apakah dpknya naik atau turun setelah diinject 50t, karena suku bunga bi turun. menurut saya inject dana 200t itu untuk mempercepat efek suku bunga bi turun. Namun permeasalahanya untuk bank swasta masih makan suku bunga tinggi sehingga cost of fund mahal pindah ke bank swasta dari bank himbara",@CAT-rr3dj,0,2025-10-12,585-A9uh6Qc
Ugwzg0VNQfdkbvuWAYJ4AaABAg,Tawaran2 bank ke konsumen makin banyak.,@tumtum522,0,2025-10-14,585-A9uh6Qc
Ugw1Pkm05OM07-fLjuJ4AaABAg,"Tak semua kredit yg di jalanin sesuai keinginan rakyat, klo kur saya sudah lebih 100 jt, sudah di stop",@madeparwata5178,0,2025-10-12,585-A9uh6Qc
Ugwbbu2Q35CTWHJsQX14AaABAg,Dampak dari  kucuran dana dari Menkeu  sangat terasa  contoh  bank Mandiri  sekarang SDH bisa bernapas  dan mau  menyalurkan bansos ke parapenerima,@HenkyheratmoHeratno,0,2025-10-12,585-A9uh6Qc
UgxwqgCUoFadj3Npwa14AaABAg,"@Bennix Menurut saya pribadi, emiten yg akan sangat diuntungkan : 1. BBTN (kredit perumahan) dana kecil tp leverage besar bisa sampai 34% growthnya 2. SMGR (10%) dan sejenisnya 3. Perusahaan BUMN anggaplah seperti WIKA dan sejenisnya 4. Astra multifinance (kredit kendaraan bermotor)  Sekian",@iceblue1006,6,2025-10-12,585-A9uh6Qc
UgwwsEN6gnYmFvMjQpN4AaABAg,"Bagus, perlu dikasih tekanan. Enak aja gaji gede tapi gak mikir. Suruh mikir gitu. Top",@KenanganTirto,139,2025-09-17,lyBu3Ew3ZL4
UgzvnZNGXbhgVaF8w614AaABAg,"setuju , himbara harus punya andil besar dlm membangun ekonomi bangsa ❤",@hristostoi,24,2025-09-19,lyBu3Ew3ZL4
Ugzu0PahPsxNDXV8JJh4AaABAg,Betul itu tugas para Dirut yg gajinya luar biasa utk mikir gimana penyaluran buat nasabah yg benar2 butuh buat usaha & pembayaran tidak macet,@Wardana82,19,2025-09-19,lyBu3Ew3ZL4
Ugy6M4UdFUB5tfDtlpx4AaABAg,Bubarkan BUMN YANG SELALU MERUGI 😢 rakyat sudah muak lihat MALING MALING BERDASI 😡,@cakra7699,6,2025-09-19,lyBu3Ew3ZL4
Ugwni9tEiuScL6nIbuV4AaABAg,semoga selalu ada info..info yang penting .... tentang pemerintahan  untuk  rakyat,@cokordamas,27,2025-09-18,lyBu3Ew3ZL4
UgzbL_orttt_YTzlFNd4AaABAg,Dirut kalo disuruh salurkan dana utk kredit usaha pusing. Tp kalo utk dikorupsi cepet banget..,@teba3878,40,2025-09-16,lyBu3Ew3ZL4
UgwRi9GTe7VLLrsLPuJ4AaABAg,Perlu diaudit skala besar semua bank pemerintah. Keliatan gk beres sedikit aja lgsg pecat ganti yg kompeten. Enak2an 10thn 🎉🎉🎉,@HenryNolastname,22,2025-09-16,lyBu3Ew3ZL4
